title,abstract,authors,link,source,cleaned_abstract,kmeans_cluster,bertopic_topic
"Hybrid deep neural network based prediction method for unsteady flows
  with moving boundaries","A novel hybrid deep neural network architecture is designed to capture the spatial-temporal features of unsteady flows around moving boundaries directly from high-dimensional unsteady flow fields data. The hybrid deep neural network is constituted by the convolutional neural network (CNN), improved convolutional Long-Short Term Memory neural network (ConvLSTM) and deconvolutional neural network (DeCNN). Flow fields at future time step can be predicted through flow fields by previous time steps and boundary positions at those steps by the novel hybrid deep neural network. Unsteady wake flows around a forced oscillation cylinder with various amplitudes are calculated to establish the datasets as training samples for training the hybrid deep neural networks. The trained hybrid deep neural networks are then tested by predicting the unsteady flow fields around a forced oscillation cylinder with new amplitude. The effect of neural network structure parameters on prediction accuracy was analyzed. The hybrid deep neural network, constituted by the best parameter combination, is used to predict the flow fields in the future time. The predicted flow fields are in good agreement with those calculated directly by computational fluid dynamic solver, which means that this kind of deep neural network can capture accurate spatial-temporal information from the spatial-temporal series of unsteady flows around moving boundaries. The result shows the potential capability of this kind novel hybrid deep neural network in flow control for vibrating cylinder, where the fast calculation of high-dimensional nonlinear unsteady flow around moving boundaries is needed.","Renkun Han, Zhong Zhang, Yixing Wang, Ziyang Liu, Yang Zhang, Gang Chen",http://arxiv.org/abs/2006.00690v1,arXiv,a novel hybrid deep neural network architecture is designed to capture the spatial-temporal features of unsteady flows around moving boundaries directly from high-dimensional unsteady flow fields data the hybrid deep neural network is constituted by the convolutional neural network cnn improved convolutional long-short term memory neural network convlstm and deconvolutional neural network decnn flow fields at future time step can be predicted through flow fields by previous time steps and boundary positions at those steps by the novel hybrid deep neural network unsteady wake flows around a forced oscillation cylinder with various amplitudes are calculated to establish the datasets as training samples for training the hybrid deep neural networks the trained hybrid deep neural networks are then tested by predicting the unsteady flow fields around a forced oscillation cylinder with new amplitude the effect of neural network structure parameters on prediction accuracy was analyzed the hybrid deep neural network constituted by the best parameter combination is used to predict the flow fields in the future time the predicted flow fields are in good agreement with those calculated directly by computational fluid dynamic solver which means that this kind of deep neural network can capture accurate spatial-temporal information from the spatial-temporal series of unsteady flows around moving boundaries the result shows the potential capability of this kind novel hybrid deep neural network in flow control for vibrating cylinder where the fast calculation of high-dimensional nonlinear unsteady flow around moving boundaries is needed,3,-1
"Perception-Informed Neural Networks: Beyond Physics-Informed Neural
  Networks","This article introduces Perception-Informed Neural Networks (PrINNs), a framework designed to incorporate perception-based information into neural networks, addressing both systems with known and unknown physics laws or differential equations. Moreover, PrINNs extend the concept of Physics-Informed Neural Networks (PINNs) and their variants, offering a platform for the integration of diverse forms of perception precisiation, including singular, probability distribution, possibility distribution, interval, and fuzzy graph. In fact, PrINNs allow neural networks to model dynamical systems by integrating expert knowledge and perception-based information through loss functions, enabling the creation of modern data-driven models. Some of the key contributions include Mixture of Experts Informed Neural Networks (MOEINNs), which combine heterogeneous expert knowledge into the network, and Transformed-Knowledge Informed Neural Networks (TKINNs), which facilitate the incorporation of meta-information for enhanced model performance. Additionally, Fuzzy-Informed Neural Networks (FINNs) as a modern class of fuzzy deep neural networks leverage fuzzy logic constraints within a deep learning architecture, allowing online training without pre-training and eliminating the need for defuzzification. PrINNs represent a significant step forward in bridging the gap between traditional physics-based modeling and modern data-driven approaches, enabling neural networks to learn from both structured physics laws and flexible perception-based rules. This approach empowers neural networks to operate in uncertain environments, model complex systems, and discover new forms of differential equations, making PrINNs a powerful tool for advancing computational science and engineering.","Mehran Mazandarani, Marzieh Najariyan",http://arxiv.org/abs/2505.03806v2,arXiv,this article introduces perception-informed neural networks prinns a framework designed to incorporate perception-based information into neural networks addressing both systems with known and unknown physics laws or differential equations moreover prinns extend the concept of physics-informed neural networks pinns and their variants offering a platform for the integration of diverse forms of perception precisiation including singular probability distribution possibility distribution interval and fuzzy graph in fact prinns allow neural networks to model dynamical systems by integrating expert knowledge and perception-based information through loss functions enabling the creation of modern data-driven models some of the key contributions include mixture of experts informed neural networks moeinns which combine heterogeneous expert knowledge into the network and transformed-knowledge informed neural networks tkinns which facilitate the incorporation of meta-information for enhanced model performance additionally fuzzy-informed neural networks finns as a modern class of fuzzy deep neural networks leverage fuzzy logic constraints within a deep learning architecture allowing online training without pre-training and eliminating the need for defuzzification prinns represent a significant step forward in bridging the gap between traditional physics-based modeling and modern data-driven approaches enabling neural networks to learn from both structured physics laws and flexible perception-based rules this approach empowers neural networks to operate in uncertain environments model complex systems and discover new forms of differential equations making prinns a powerful tool for advancing computational science and engineering,8,-1
Neural network learning dynamics in a path integral framework,A path-integral formalism is proposed for studying the dynamical evolution in time of patterns in an artificial neural network in the presence of noise. An effective cost function is constructed which determines the unique global minimum of the neural network system. The perturbative method discussed also provides a way for determining the storage capacity of the network.,J. Balakrishnan,http://arxiv.org/abs/cond-mat/0308503v1,arXiv,a path-integral formalism is proposed for studying the dynamical evolution in time of patterns in an artificial neural network in the presence of noise an effective cost function is constructed which determines the unique global minimum of the neural network system the perturbative method discussed also provides a way for determining the storage capacity of the network,5,-1
Feedforward Neural Networks for Caching: Enough or Too Much?,"We propose a caching policy that uses a feedforward neural network (FNN) to predict content popularity. Our scheme outperforms popular eviction policies like LRU or ARC, but also a new policy relying on the more complex recurrent neural networks. At the same time, replacing the FNN predictor with a naive linear estimator does not degrade caching performance significantly, questioning then the role of neural networks for these applications.","Vladyslav Fedchenko, Giovanni Neglia, Bruno Ribeiro",http://arxiv.org/abs/1810.06930v1,arXiv,we propose a caching policy that uses a feedforward neural network fnn to predict content popularity our scheme outperforms popular eviction policies like lru or arc but also a new policy relying on the more complex recurrent neural networks at the same time replacing the fnn predictor with a naive linear estimator does not degrade caching performance significantly questioning then the role of neural networks for these applications,7,-1
"Deep Kronecker neural networks: A general framework for neural networks
  with adaptive activation functions","We propose a new type of neural networks, Kronecker neural networks (KNNs), that form a general framework for neural networks with adaptive activation functions. KNNs employ the Kronecker product, which provides an efficient way of constructing a very wide network while keeping the number of parameters low. Our theoretical analysis reveals that under suitable conditions, KNNs induce a faster decay of the loss than that by the feed-forward networks. This is also empirically verified through a set of computational examples. Furthermore, under certain technical assumptions, we establish global convergence of gradient descent for KNNs. As a specific case, we propose the Rowdy activation function that is designed to get rid of any saturation region by injecting sinusoidal fluctuations, which include trainable parameters. The proposed Rowdy activation function can be employed in any neural network architecture like feed-forward neural networks, Recurrent neural networks, Convolutional neural networks etc. The effectiveness of KNNs with Rowdy activation is demonstrated through various computational experiments including function approximation using feed-forward neural networks, solution inference of partial differential equations using the physics-informed neural networks, and standard deep learning benchmark problems using convolutional and fully-connected neural networks.","Ameya D. Jagtap, Yeonjong Shin, Kenji Kawaguchi, George Em Karniadakis",http://arxiv.org/abs/2105.09513v2,arXiv,we propose a new type of neural networks kronecker neural networks knns that form a general framework for neural networks with adaptive activation functions knns employ the kronecker product which provides an efficient way of constructing a very wide network while keeping the number of parameters low our theoretical analysis reveals that under suitable conditions knns induce a faster decay of the loss than that by the feed-forward networks this is also empirically verified through a set of computational examples furthermore under certain technical assumptions we establish global convergence of gradient descent for knns as a specific case we propose the rowdy activation function that is designed to get rid of any saturation region by injecting sinusoidal fluctuations which include trainable parameters the proposed rowdy activation function can be employed in any neural network architecture like feed-forward neural networks recurrent neural networks convolutional neural networks etc the effectiveness of knns with rowdy activation is demonstrated through various computational experiments including function approximation using feed-forward neural networks solution inference of partial differential equations using the physics-informed neural networks and standard deep learning benchmark problems using convolutional and fully-connected neural networks,7,-1
The Representation Theory of Neural Networks,"In this work, we show that neural networks can be represented via the mathematical theory of quiver representations. More specifically, we prove that a neural network is a quiver representation with activation functions, a mathematical object that we represent using a network quiver. Also, we show that network quivers gently adapt to common neural network concepts such as fully-connected layers, convolution operations, residual connections, batch normalization, pooling operations and even randomly wired neural networks. We show that this mathematical representation is by no means an approximation of what neural networks are as it exactly matches reality. This interpretation is algebraic and can be studied with algebraic methods. We also provide a quiver representation model to understand how a neural network creates representations from the data. We show that a neural network saves the data as quiver representations, and maps it to a geometrical space called the moduli space, which is given in terms of the underlying oriented graph of the network, i.e., its quiver. This results as a consequence of our defined objects and of understanding how the neural network computes a prediction in a combinatorial and algebraic way. Overall, representing neural networks through the quiver representation theory leads to 9 consequences and 4 inquiries for future research that we believe are of great interest to better understand what neural networks are and how they work.","Marco Antonio Armenta, Pierre-Marc Jodoin",http://arxiv.org/abs/2007.12213v2,arXiv,in this work we show that neural networks can be represented via the mathematical theory of quiver representations more specifically we prove that a neural network is a quiver representation with activation functions a mathematical object that we represent using a network quiver also we show that network quivers gently adapt to common neural network concepts such as fully-connected layers convolution operations residual connections batch normalization pooling operations and even randomly wired neural networks we show that this mathematical representation is by no means an approximation of what neural networks are as it exactly matches reality this interpretation is algebraic and can be studied with algebraic methods we also provide a quiver representation model to understand how a neural network creates representations from the data we show that a neural network saves the data as quiver representations and maps it to a geometrical space called the moduli space which is given in terms of the underlying oriented graph of the network i e its quiver this results as a consequence of our defined objects and of understanding how the neural network computes a prediction in a combinatorial and algebraic way overall representing neural networks through the quiver representation theory leads to 9 consequences and 4 inquiries for future research that we believe are of great interest to better understand what neural networks are and how they work,1,-1
Neural SDE: Stabilizing Neural ODE Networks with Stochastic Noise,"Neural Ordinary Differential Equation (Neural ODE) has been proposed as a continuous approximation to the ResNet architecture. Some commonly used regularization mechanisms in discrete neural networks (e.g. dropout, Gaussian noise) are missing in current Neural ODE networks. In this paper, we propose a new continuous neural network framework called Neural Stochastic Differential Equation (Neural SDE) network, which naturally incorporates various commonly used regularization mechanisms based on random noise injection. Our framework can model various types of noise injection frequently used in discrete networks for regularization purpose, such as dropout and additive/multiplicative noise in each block. We provide theoretical analysis explaining the improved robustness of Neural SDE models against input perturbations/adversarial attacks. Furthermore, we demonstrate that the Neural SDE network can achieve better generalization than the Neural ODE and is more resistant to adversarial and non-adversarial input perturbations.","Xuanqing Liu, Tesi Xiao, Si Si, Qin Cao, Sanjiv Kumar, Cho-Jui Hsieh",http://arxiv.org/abs/1906.02355v1,arXiv,neural ordinary differential equation neural ode has been proposed as a continuous approximation to the resnet architecture some commonly used regularization mechanisms in discrete neural networks e g dropout gaussian noise are missing in current neural ode networks in this paper we propose a new continuous neural network framework called neural stochastic differential equation neural sde network which naturally incorporates various commonly used regularization mechanisms based on random noise injection our framework can model various types of noise injection frequently used in discrete networks for regularization purpose such as dropout and additive multiplicative noise in each block we provide theoretical analysis explaining the improved robustness of neural sde models against input perturbations adversarial attacks furthermore we demonstrate that the neural sde network can achieve better generalization than the neural ode and is more resistant to adversarial and non-adversarial input perturbations,7,-1
Can a powerful neural network be a teacher for a weaker neural network?,"The transfer learning technique is widely used to learning in one context and applying it to another, i.e. the capacity to apply acquired knowledge and skills to new situations. But is it possible to transfer the learning from a deep neural network to a weaker neural network? Is it possible to improve the performance of a weak neural network using the knowledge acquired by a more powerful neural network? In this work, during the training process of a weak network, we add a loss function that minimizes the distance between the features previously learned from a strong neural network with the features that the weak network must try to learn. To demonstrate the effectiveness and robustness of our approach, we conducted a large number of experiments using three known datasets and demonstrated that a weak neural network can increase its performance if its learning process is driven by a more powerful neural network.","Nicola Landro, Ignazio Gallo, Riccardo La Grassa",http://arxiv.org/abs/2005.00393v2,arXiv,the transfer learning technique is widely used to learning in one context and applying it to another i e the capacity to apply acquired knowledge and skills to new situations but is it possible to transfer the learning from a deep neural network to a weaker neural network is it possible to improve the performance of a weak neural network using the knowledge acquired by a more powerful neural network in this work during the training process of a weak network we add a loss function that minimizes the distance between the features previously learned from a strong neural network with the features that the weak network must try to learn to demonstrate the effectiveness and robustness of our approach we conducted a large number of experiments using three known datasets and demonstrated that a weak neural network can increase its performance if its learning process is driven by a more powerful neural network,1,-1
"Message Passing Variational Autoregressive Network for Solving
  Intractable Ising Models","Many deep neural networks have been used to solve Ising models, including autoregressive neural networks, convolutional neural networks, recurrent neural networks, and graph neural networks. Learning a probability distribution of energy configuration or finding the ground states of a disordered, fully connected Ising model is essential for statistical mechanics and NP-hard problems. Despite tremendous efforts, a neural network architecture with the ability to high-accurately solve these fully connected and extremely intractable problems on larger systems is still lacking. Here we propose a variational autoregressive architecture with a message passing mechanism, which can effectively utilize the interactions between spin variables. The new network trained under an annealing framework outperforms existing methods in solving several prototypical Ising spin Hamiltonians, especially for larger spin systems at low temperatures. The advantages also come from the great mitigation of mode collapse during the training process of deep neural networks. Considering these extremely difficult problems to be solved, our method extends the current computational limits of unsupervised neural networks to solve combinatorial optimization problems.","Qunlong Ma, Zhi Ma, Jinlong Xu, Hairui Zhang, Ming Gao",http://arxiv.org/abs/2404.06225v1,arXiv,many deep neural networks have been used to solve ising models including autoregressive neural networks convolutional neural networks recurrent neural networks and graph neural networks learning a probability distribution of energy configuration or finding the ground states of a disordered fully connected ising model is essential for statistical mechanics and np-hard problems despite tremendous efforts a neural network architecture with the ability to high-accurately solve these fully connected and extremely intractable problems on larger systems is still lacking here we propose a variational autoregressive architecture with a message passing mechanism which can effectively utilize the interactions between spin variables the new network trained under an annealing framework outperforms existing methods in solving several prototypical ising spin hamiltonians especially for larger spin systems at low temperatures the advantages also come from the great mitigation of mode collapse during the training process of deep neural networks considering these extremely difficult problems to be solved our method extends the current computational limits of unsupervised neural networks to solve combinatorial optimization problems,7,1
Dynamics of Deep Neural Networks and Neural Tangent Hierarchy,"The evolution of a deep neural network trained by the gradient descent can be described by its neural tangent kernel (NTK) as introduced in [20], where it was proven that in the infinite width limit the NTK converges to an explicit limiting kernel and it stays constant during training. The NTK was also implicit in some other recent papers [6,13,14]. In the overparametrization regime, a fully-trained deep neural network is indeed equivalent to the kernel regression predictor using the limiting NTK. And the gradient descent achieves zero training loss for a deep overparameterized neural network. However, it was observed in [5] that there is a performance gap between the kernel regression using the limiting NTK and the deep neural networks. This performance gap is likely to originate from the change of the NTK along training due to the finite width effect. The change of the NTK along the training is central to describe the generalization features of deep neural networks.   In the current paper, we study the dynamic of the NTK for finite width deep fully-connected neural networks. We derive an infinite hierarchy of ordinary differential equations, the neural tangent hierarchy (NTH) which captures the gradient descent dynamic of the deep neural network. Moreover, under certain conditions on the neural network width and the data set dimension, we prove that the truncated hierarchy of NTH approximates the dynamic of the NTK up to arbitrary precision. This description makes it possible to directly study the change of the NTK for deep neural networks, and sheds light on the observation that deep neural networks outperform kernel regressions using the corresponding limiting NTK.","Jiaoyang Huang, Horng-Tzer Yau",http://arxiv.org/abs/1909.08156v1,arXiv,the evolution of a deep neural network trained by the gradient descent can be described by its neural tangent kernel ntk as introduced in 20 where it was proven that in the infinite width limit the ntk converges to an explicit limiting kernel and it stays constant during training the ntk was also implicit in some other recent papers 6 13 14 in the overparametrization regime a fully-trained deep neural network is indeed equivalent to the kernel regression predictor using the limiting ntk and the gradient descent achieves zero training loss for a deep overparameterized neural network however it was observed in 5 that there is a performance gap between the kernel regression using the limiting ntk and the deep neural networks this performance gap is likely to originate from the change of the ntk along training due to the finite width effect the change of the ntk along the training is central to describe the generalization features of deep neural networks in the current paper we study the dynamic of the ntk for finite width deep fully-connected neural networks we derive an infinite hierarchy of ordinary differential equations the neural tangent hierarchy nth which captures the gradient descent dynamic of the deep neural network moreover under certain conditions on the neural network width and the data set dimension we prove that the truncated hierarchy of nth approximates the dynamic of the ntk up to arbitrary precision this description makes it possible to directly study the change of the ntk for deep neural networks and sheds light on the observation that deep neural networks outperform kernel regressions using the corresponding limiting ntk,1,1
"Novel Kernel Models and Exact Representor Theory for Neural Networks
  Beyond the Over-Parameterized Regime","This paper presents two models of neural-networks and their training applicable to neural networks of arbitrary width, depth and topology, assuming only finite-energy neural activations; and a novel representor theory for neural networks in terms of a matrix-valued kernel. The first model is exact (un-approximated) and global, casting the neural network as an elements in a reproducing kernel Banach space (RKBS); we use this model to provide tight bounds on Rademacher complexity. The second model is exact and local, casting the change in neural network function resulting from a bounded change in weights and biases (ie. a training step) in reproducing kernel Hilbert space (RKHS) in terms of a local-intrinsic neural kernel (LiNK). This local model provides insight into model adaptation through tight bounds on Rademacher complexity of network adaptation. We also prove that the neural tangent kernel (NTK) is a first-order approximation of the LiNK kernel. Finally, and noting that the LiNK does not provide a representor theory for technical reasons, we present an exact novel representor theory for layer-wise neural network training with unregularized gradient descent in terms of a local-extrinsic neural kernel (LeNK). This representor theory gives insight into the role of higher-order statistics in neural network training and the effect of kernel evolution in neural-network kernel models. Throughout the paper (a) feedforward ReLU networks and (b) residual networks (ResNet) are used as illustrative examples.","Alistair Shilton, Sunil Gupta, Santu Rana, Svetha Venkatesh",http://arxiv.org/abs/2405.15254v1,arXiv,this paper presents two models of neural-networks and their training applicable to neural networks of arbitrary width depth and topology assuming only finite-energy neural activations and a novel representor theory for neural networks in terms of a matrix-valued kernel the first model is exact un-approximated and global casting the neural network as an elements in a reproducing kernel banach space rkbs we use this model to provide tight bounds on rademacher complexity the second model is exact and local casting the change in neural network function resulting from a bounded change in weights and biases ie a training step in reproducing kernel hilbert space rkhs in terms of a local-intrinsic neural kernel link this local model provides insight into model adaptation through tight bounds on rademacher complexity of network adaptation we also prove that the neural tangent kernel ntk is a first-order approximation of the link kernel finally and noting that the link does not provide a representor theory for technical reasons we present an exact novel representor theory for layer-wise neural network training with unregularized gradient descent in terms of a local-extrinsic neural kernel lenk this representor theory gives insight into the role of higher-order statistics in neural network training and the effect of kernel evolution in neural-network kernel models throughout the paper a feedforward relu networks and b residual networks resnet are used as illustrative examples,1,-1
Feature Weight Tuning for Recursive Neural Networks,"This paper addresses how a recursive neural network model can automatically leave out useless information and emphasize important evidence, in other words, to perform ""weight tuning"" for higher-level representation acquisition. We propose two models, Weighted Neural Network (WNN) and Binary-Expectation Neural Network (BENN), which automatically control how much one specific unit contributes to the higher-level representation. The proposed model can be viewed as incorporating a more powerful compositional function for embedding acquisition in recursive neural networks. Experimental results demonstrate the significant improvement over standard neural models.",Jiwei Li,http://arxiv.org/abs/1412.3714v2,arXiv,this paper addresses how a recursive neural network model can automatically leave out useless information and emphasize important evidence in other words to perform weight tuning for higher-level representation acquisition we propose two models weighted neural network wnn and binary-expectation neural network benn which automatically control how much one specific unit contributes to the higher-level representation the proposed model can be viewed as incorporating a more powerful compositional function for embedding acquisition in recursive neural networks experimental results demonstrate the significant improvement over standard neural models,1,-1
"Neural Nets via Forward State Transformation and Backward Loss
  Transformation","This article studies (multilayer perceptron) neural networks with an emphasis on the transformations involved --- both forward and backward --- in order to develop a semantical/logical perspective that is in line with standard program semantics. The common two-pass neural network training algorithms make this viewpoint particularly fitting. In the forward direction, neural networks act as state transformers. In the reverse direction, however, neural networks change losses of outputs to losses of inputs, thereby acting like a (real-valued) predicate transformer. In this way, backpropagation is functorial by construction, as shown earlier in recent other work. We illustrate this perspective by training a simple instance of a neural network.","Bart Jacobs, David Sprunger",http://arxiv.org/abs/1803.09356v1,arXiv,this article studies multilayer perceptron neural networks with an emphasis on the transformations involved --- both forward and backward --- in order to develop a semantical logical perspective that is in line with standard program semantics the common two-pass neural network training algorithms make this viewpoint particularly fitting in the forward direction neural networks act as state transformers in the reverse direction however neural networks change losses of outputs to losses of inputs thereby acting like a real-valued predicate transformer in this way backpropagation is functorial by construction as shown earlier in recent other work we illustrate this perspective by training a simple instance of a neural network,3,-1
Neural Networks Processing Mean Values of Random Variables,"We introduce a class of neural networks derived from probabilistic models in the form of Bayesian belief networks. By imposing additional assumptions about the nature of the probabilistic models represented in the belief networks, we derive neural networks with standard dynamics that require no training to determine the synaptic weights, that can pool multiple sources of evidence, and that deal cleanly and consistently with inconsistent or contradictory evidence. The presented neural networks capture many properties of Bayesian belief networks, providing distributed versions of probabilistic models.","M. J. Barber, J. W. Clark, C. H. Anderson",http://arxiv.org/abs/cond-mat/0407436v1,arXiv,we introduce a class of neural networks derived from probabilistic models in the form of bayesian belief networks by imposing additional assumptions about the nature of the probabilistic models represented in the belief networks we derive neural networks with standard dynamics that require no training to determine the synaptic weights that can pool multiple sources of evidence and that deal cleanly and consistently with inconsistent or contradictory evidence the presented neural networks capture many properties of bayesian belief networks providing distributed versions of probabilistic models,8,-1
Stability of a neural network model with small-world connections,"Small-world networks are highly clustered networks with small distances among the nodes. There are many biological neural networks that present this kind of connections. There are no special weightings in the connections of most existing small-world network models. However, this kind of simply-connected models cannot characterize biological neural networks, in which there are different weights in synaptic connections. In this paper, we present a neural network model with weighted small-world connections, and further investigate the stability of this model.","Chunguang Li, Guanrong Chen",http://arxiv.org/abs/cond-mat/0410492v1,arXiv,small-world networks are highly clustered networks with small distances among the nodes there are many biological neural networks that present this kind of connections there are no special weightings in the connections of most existing small-world network models however this kind of simply-connected models cannot characterize biological neural networks in which there are different weights in synaptic connections in this paper we present a neural network model with weighted small-world connections and further investigate the stability of this model,5,-1
Mobility Prediction in Wireless Ad Hoc Networks using Neural Networks,"Mobility prediction allows estimating the stability of paths in a mobile wireless Ad Hoc networks. Identifying stable paths helps to improve routing by reducing the overhead and the number of connection interruptions. In this paper, we introduce a neural network based method for mobility prediction in Ad Hoc networks. This method consists of a multi-layer and recurrent neural network using back propagation through time algorithm for training.","Heni Kaaniche, Farouk Kamoun",http://arxiv.org/abs/1004.4610v1,arXiv,mobility prediction allows estimating the stability of paths in a mobile wireless ad hoc networks identifying stable paths helps to improve routing by reducing the overhead and the number of connection interruptions in this paper we introduce a neural network based method for mobility prediction in ad hoc networks this method consists of a multi-layer and recurrent neural network using back propagation through time algorithm for training,5,-1
Designing neural networks that process mean values of random variables,"We introduce a class of neural networks derived from probabilistic models in the form of Bayesian networks. By imposing additional assumptions about the nature of the probabilistic models represented in the networks, we derive neural networks with standard dynamics that require no training to determine the synaptic weights, that perform accurate calculation of the mean values of the random variables, that can pool multiple sources of evidence, and that deal cleanly and consistently with inconsistent or contradictory evidence. The presented neural networks capture many properties of Bayesian networks, providing distributed versions of probabilistic models.","Michael J. Barber, John W. Clark",http://arxiv.org/abs/1004.5326v1,arXiv,we introduce a class of neural networks derived from probabilistic models in the form of bayesian networks by imposing additional assumptions about the nature of the probabilistic models represented in the networks we derive neural networks with standard dynamics that require no training to determine the synaptic weights that perform accurate calculation of the mean values of the random variables that can pool multiple sources of evidence and that deal cleanly and consistently with inconsistent or contradictory evidence the presented neural networks capture many properties of bayesian networks providing distributed versions of probabilistic models,8,-1
A Primer on Neural Network Models for Natural Language Processing,"Over the past few years, neural networks have re-emerged as powerful machine-learning models, yielding state-of-the-art results in fields such as image recognition and speech processing. More recently, neural network models started to be applied also to textual natural language signals, again with very promising results. This tutorial surveys neural network models from the perspective of natural language processing research, in an attempt to bring natural-language researchers up to speed with the neural techniques. The tutorial covers input encoding for natural language tasks, feed-forward networks, convolutional networks, recurrent networks and recursive networks, as well as the computation graph abstraction for automatic gradient computation.",Yoav Goldberg,http://arxiv.org/abs/1510.00726v1,arXiv,over the past few years neural networks have re-emerged as powerful machine-learning models yielding state-of-the-art results in fields such as image recognition and speech processing more recently neural network models started to be applied also to textual natural language signals again with very promising results this tutorial surveys neural network models from the perspective of natural language processing research in an attempt to bring natural-language researchers up to speed with the neural techniques the tutorial covers input encoding for natural language tasks feed-forward networks convolutional networks recurrent networks and recursive networks as well as the computation graph abstraction for automatic gradient computation,7,-1
On the Relative Expressiveness of Bayesian and Neural Networks,"A neural network computes a function. A central property of neural networks is that they are ""universal approximators:"" for a given continuous function, there exists a neural network that can approximate it arbitrarily well, given enough neurons (and some additional assumptions). In contrast, a Bayesian network is a model, but each of its queries can be viewed as computing a function. In this paper, we identify some key distinctions between the functions computed by neural networks and those by marginal Bayesian network queries, showing that the former are more expressive than the latter. Moreover, we propose a simple augmentation to Bayesian networks (a testing operator), which enables their marginal queries to become ""universal approximators.""","Arthur Choi, Ruocheng Wang, Adnan Darwiche",http://arxiv.org/abs/1812.08957v1,arXiv,a neural network computes a function a central property of neural networks is that they are universal approximators for a given continuous function there exists a neural network that can approximate it arbitrarily well given enough neurons and some additional assumptions in contrast a bayesian network is a model but each of its queries can be viewed as computing a function in this paper we identify some key distinctions between the functions computed by neural networks and those by marginal bayesian network queries showing that the former are more expressive than the latter moreover we propose a simple augmentation to bayesian networks a testing operator which enables their marginal queries to become universal approximators,8,-1
Power Law in Sparsified Deep Neural Networks,"The power law has been observed in the degree distributions of many biological neural networks. Sparse deep neural networks, which learn an economical representation from the data, resemble biological neural networks in many ways. In this paper, we study if these artificial networks also exhibit properties of the power law. Experimental results on two popular deep learning models, namely, multilayer perceptrons and convolutional neural networks, are affirmative. The power law is also naturally related to preferential attachment. To study the dynamical properties of deep networks in continual learning, we propose an internal preferential attachment model to explain how the network topology evolves. Experimental results show that with the arrival of a new task, the new connections made follow this preferential attachment process.","Lu Hou, James T. Kwok",http://arxiv.org/abs/1805.01891v1,arXiv,the power law has been observed in the degree distributions of many biological neural networks sparse deep neural networks which learn an economical representation from the data resemble biological neural networks in many ways in this paper we study if these artificial networks also exhibit properties of the power law experimental results on two popular deep learning models namely multilayer perceptrons and convolutional neural networks are affirmative the power law is also naturally related to preferential attachment to study the dynamical properties of deep networks in continual learning we propose an internal preferential attachment model to explain how the network topology evolves experimental results show that with the arrival of a new task the new connections made follow this preferential attachment process,5,-1
Kernel-based Translations of Convolutional Networks,"Convolutional Neural Networks, as most artificial neural networks, are commonly viewed as methods different in essence from kernel-based methods. We provide a systematic translation of Convolutional Neural Networks (ConvNets) into their kernel-based counterparts, Convolutional Kernel Networks (CKNs), and demonstrate that this perception is unfounded both formally and empirically. We show that, given a Convolutional Neural Network, we can design a corresponding Convolutional Kernel Network, easily trainable using a new stochastic gradient algorithm based on an accurate gradient computation, that performs on par with its Convolutional Neural Network counterpart. We present experimental results supporting our claims on landmark ConvNet architectures comparing each ConvNet to its CKN counterpart over several parameter settings.","Corinne Jones, Vincent Roulet, Zaid Harchaoui",http://arxiv.org/abs/1903.08131v1,arXiv,convolutional neural networks as most artificial neural networks are commonly viewed as methods different in essence from kernel-based methods we provide a systematic translation of convolutional neural networks convnets into their kernel-based counterparts convolutional kernel networks ckns and demonstrate that this perception is unfounded both formally and empirically we show that given a convolutional neural network we can design a corresponding convolutional kernel network easily trainable using a new stochastic gradient algorithm based on an accurate gradient computation that performs on par with its convolutional neural network counterpart we present experimental results supporting our claims on landmark convnet architectures comparing each convnet to its ckn counterpart over several parameter settings,1,1
A Survey on Graph Classification and Link Prediction based on GNN,"Traditional convolutional neural networks are limited to handling Euclidean space data, overlooking the vast realm of real-life scenarios represented as graph data, including transportation networks, social networks, and reference networks. The pivotal step in transferring convolutional neural networks to graph data analysis and processing lies in the construction of graph convolutional operators and graph pooling operators. This comprehensive review article delves into the world of graph convolutional neural networks. Firstly, it elaborates on the fundamentals of graph convolutional neural networks. Subsequently, it elucidates the graph neural network models based on attention mechanisms and autoencoders, summarizing their application in node classification, graph classification, and link prediction along with the associated datasets.","Xingyu Liu, Juan Chen, Quan Wen",http://arxiv.org/abs/2307.00865v1,arXiv,traditional convolutional neural networks are limited to handling euclidean space data overlooking the vast realm of real-life scenarios represented as graph data including transportation networks social networks and reference networks the pivotal step in transferring convolutional neural networks to graph data analysis and processing lies in the construction of graph convolutional operators and graph pooling operators this comprehensive review article delves into the world of graph convolutional neural networks firstly it elaborates on the fundamentals of graph convolutional neural networks subsequently it elucidates the graph neural network models based on attention mechanisms and autoencoders summarizing their application in node classification graph classification and link prediction along with the associated datasets,1,1
