title,abstract,authors,link,source,cleaned_abstract,kmeans_cluster,bertopic_topic,x,y
"Explorative analysis of human disease-symptoms relations using the
  Convolutional Neural Network","In the field of health-care and bio-medical research, understanding the relationship between the symptoms of diseases is crucial for early diagnosis and determining hidden relationships between diseases. The study aimed to understand the extent of symptom types in disease prediction tasks. In this research, we analyze a pre-generated symptom-based human disease dataset and demonstrate the degree of predictability for each disease based on the Convolutional Neural Network and the Support Vector Machine. Ambiguity of disease is studied using the K-Means and the Principal Component Analysis. Our results indicate that machine learning can potentially diagnose diseases with the 98-100% accuracy in the early stage, taking the characteristics of symptoms into account. Our result highlights that types of unusual symptoms are a good proxy for disease early identification accurately. We also highlight that unusual symptoms increase the accuracy of the disease prediction task.","Zolzaya Dashdorj, Stanislav Grigorev, Munguntsatsral Dovdondash",http://arxiv.org/abs/2302.12075v1,arXiv,in the field of health-care and bio-medical research understanding the relationship between the symptoms of diseases is crucial for early diagnosis and determining hidden relationships between diseases the study aimed to understand the extent of symptom types in disease prediction tasks in this research we analyze a pre-generated symptom-based human disease dataset and demonstrate the degree of predictability for each disease based on the convolutional neural network and the support vector machine ambiguity of disease is studied using the k-means and the principal component analysis our results indicate that machine learning can potentially diagnose diseases with the 98-100 accuracy in the early stage taking the characteristics of symptoms into account our result highlights that types of unusual symptoms are a good proxy for disease early identification accurately we also highlight that unusual symptoms increase the accuracy of the disease prediction task,5,1,11.528638,0.4282923
Deep interpretable architecture for plant diseases classification,"Recently, many works have been inspired by the success of deep learning in computer vision for plant diseases classification. Unfortunately, these end-to-end deep classifiers lack transparency which can limit their adoption in practice. In this paper, we propose a new trainable visualization method for plant diseases classification based on a Convolutional Neural Network (CNN) architecture composed of two deep classifiers. The first one is named Teacher and the second one Student. This architecture leverages the multitask learning to train the Teacher and the Student jointly. Then, the communicated representation between the Teacher and the Student is used as a proxy to visualize the most important image regions for classification. This new architecture produces sharper visualization than the existing methods in plant diseases context. All experiments are achieved on PlantVillage dataset that contains 54306 plant images.","Mohammed Brahimi, Said Mahmoudi, Kamel Boukhalfa, Abdelouhab Moussaoui",http://arxiv.org/abs/1905.13523v2,arXiv,recently many works have been inspired by the success of deep learning in computer vision for plant diseases classification unfortunately these end-to-end deep classifiers lack transparency which can limit their adoption in practice in this paper we propose a new trainable visualization method for plant diseases classification based on a convolutional neural network cnn architecture composed of two deep classifiers the first one is named teacher and the second one student this architecture leverages the multitask learning to train the teacher and the student jointly then the communicated representation between the teacher and the student is used as a proxy to visualize the most important image regions for classification this new architecture produces sharper visualization than the existing methods in plant diseases context all experiments are achieved on plantvillage dataset that contains 54306 plant images,4,0,9.327135,-5.964582
"Less is More: Lighter and Faster Deep Neural Architecture for Tomato
  Leaf Disease Classification","To ensure global food security and the overall profit of stakeholders, the importance of correctly detecting and classifying plant diseases is paramount. In this connection, the emergence of deep learning-based image classification has introduced a substantial number of solutions. However, the applicability of these solutions in low-end devices requires fast, accurate, and computationally inexpensive systems. This work proposes a lightweight transfer learning-based approach for detecting diseases from tomato leaves. It utilizes an effective preprocessing method to enhance the leaf images with illumination correction for improved classification. Our system extracts features using a combined model consisting of a pretrained MobileNetV2 architecture and a classifier network for effective prediction. Traditional augmentation approaches are replaced by runtime augmentation to avoid data leakage and address the class imbalance issue. Evaluation on tomato leaf images from the PlantVillage dataset shows that the proposed architecture achieves 99.30% accuracy with a model size of 9.60MB and 4.87M floating-point operations, making it a suitable choice for real-life applications in low-end devices. Our codes and models are available at https://github.com/redwankarimsony/project-tomato.","Sabbir Ahmed, Md. Bakhtiar Hasan, Tasnim Ahmed, Redwan Karim Sony, Md. Hasanul Kabir",http://arxiv.org/abs/2109.02394v2,arXiv,to ensure global food security and the overall profit of stakeholders the importance of correctly detecting and classifying plant diseases is paramount in this connection the emergence of deep learning-based image classification has introduced a substantial number of solutions however the applicability of these solutions in low-end devices requires fast accurate and computationally inexpensive systems this work proposes a lightweight transfer learning-based approach for detecting diseases from tomato leaves it utilizes an effective preprocessing method to enhance the leaf images with illumination correction for improved classification our system extracts features using a combined model consisting of a pretrained mobilenetv2 architecture and a classifier network for effective prediction traditional augmentation approaches are replaced by runtime augmentation to avoid data leakage and address the class imbalance issue evaluation on tomato leaf images from the plantvillage dataset shows that the proposed architecture achieves 99 30 accuracy with a model size of 9 60mb and 4 87m floating-point operations making it a suitable choice for real-life applications in low-end devices our codes and models are available at https github com redwankarimsony project-tomato,4,0,10.044093,-3.679309
"Exploring the Feasibility of Deep Learning Models for Long-term Disease
  Prediction: A Case Study for Wheat Yellow Rust in England","Wheat yellow rust, caused by the fungus Puccinia striiformis, is a critical disease affecting wheat crops across Britain, leading to significant yield losses and economic consequences. Given the rapid environmental changes and the evolving virulence of pathogens, there is a growing need for innovative approaches to predict and manage such diseases over the long term. This study explores the feasibility of using deep learning models to predict outbreaks of wheat yellow rust in British fields, offering a proactive approach to disease management. We construct a yellow rust dataset with historial weather information and disease indicator acrossing multiple regions in England. We employ two poweful deep learning models, including fully connected neural networks and long short-term memory to develop predictive models capable of recognizing patterns and predicting future disease outbreaks.The models are trained and validated in a randomly sliced datasets. The performance of these models with different predictive time steps are evaluated based on their accuracy, precision, recall, and F1-score. Preliminary results indicate that deep learning models can effectively capture the complex interactions between multiple factors influencing disease dynamics, demonstrating a promising capacity to forecast wheat yellow rust with considerable accuracy. Specifically, the fully-connected neural network achieved 83.65% accuracy in a disease prediction task with 6 month predictive time step setup. These findings highlight the potential of deep learning to transform disease management strategies, enabling earlier and more precise interventions. Our study provides a methodological framework for employing deep learning in agricultural settings but also opens avenues for future research to enhance the robustness and applicability of predictive models in combating crop diseases globally.","Zhipeng Yuan, Yu Zhang, Gaoshan Bi, Po Yang",http://arxiv.org/abs/2501.15677v1,arXiv,wheat yellow rust caused by the fungus puccinia striiformis is a critical disease affecting wheat crops across britain leading to significant yield losses and economic consequences given the rapid environmental changes and the evolving virulence of pathogens there is a growing need for innovative approaches to predict and manage such diseases over the long term this study explores the feasibility of using deep learning models to predict outbreaks of wheat yellow rust in british fields offering a proactive approach to disease management we construct a yellow rust dataset with historial weather information and disease indicator acrossing multiple regions in england we employ two poweful deep learning models including fully connected neural networks and long short-term memory to develop predictive models capable of recognizing patterns and predicting future disease outbreaks the models are trained and validated in a randomly sliced datasets the performance of these models with different predictive time steps are evaluated based on their accuracy precision recall and f1-score preliminary results indicate that deep learning models can effectively capture the complex interactions between multiple factors influencing disease dynamics demonstrating a promising capacity to forecast wheat yellow rust with considerable accuracy specifically the fully-connected neural network achieved 83 65 accuracy in a disease prediction task with 6 month predictive time step setup these findings highlight the potential of deep learning to transform disease management strategies enabling earlier and more precise interventions our study provides a methodological framework for employing deep learning in agricultural settings but also opens avenues for future research to enhance the robustness and applicability of predictive models in combating crop diseases globally,4,0,10.042705,-2.28897
"Early Detection of Coffee Leaf Rust Through Convolutional Neural
  Networks Trained on Low-Resolution Images","Coffee leaf rust, a foliar disease caused by the fungus Hemileia vastatrix, poses a major threat to coffee production, especially in Central America. Climate change further aggravates this issue, as it shortens the latency period between initial infection and the emergence of visible symptoms in diseases like leaf rust. Shortened latency periods can lead to more severe plant epidemics and faster spread of diseases. There is, hence, an urgent need for effective disease management strategies. To address these challenges, we explore the potential of deep learning models for enhancing early disease detection. However, deep learning models require extensive processing power and large amounts of data for model training, resources that are typically scarce. To overcome these barriers, we propose a preprocessing technique that involves convolving training images with a high-pass filter to enhance lesion-leaf contrast, significantly improving model efficacy in resource-limited environments. This method and our model demonstrated a strong performance, achieving over 90% across all evaluation metrics--including precision, recall, F1-score, and the Dice coefficient. Our experiments show that this approach outperforms other methods, including two different image preprocessing techniques and using unaltered, full-color images.","Angelly Cabrera, Kleanthis Avramidis, Shrikanth Narayanan",http://arxiv.org/abs/2407.14737v1,arXiv,coffee leaf rust a foliar disease caused by the fungus hemileia vastatrix poses a major threat to coffee production especially in central america climate change further aggravates this issue as it shortens the latency period between initial infection and the emergence of visible symptoms in diseases like leaf rust shortened latency periods can lead to more severe plant epidemics and faster spread of diseases there is hence an urgent need for effective disease management strategies to address these challenges we explore the potential of deep learning models for enhancing early disease detection however deep learning models require extensive processing power and large amounts of data for model training resources that are typically scarce to overcome these barriers we propose a preprocessing technique that involves convolving training images with a high-pass filter to enhance lesion-leaf contrast significantly improving model efficacy in resource-limited environments this method and our model demonstrated a strong performance achieving over 90 across all evaluation metrics--including precision recall f1-score and the dice coefficient our experiments show that this approach outperforms other methods including two different image preprocessing techniques and using unaltered full-color images,1,0,9.442305,-4.6830144
"Improving FHB Screening in Wheat Breeding Using an Efficient Transformer
  Model","Fusarium head blight is a devastating disease that causes significant economic losses annually on small grains. Efficiency, accuracy, and timely detection of FHB in the resistance screening are critical for wheat and barley breeding programs. In recent years, various image processing techniques have been developed using supervised machine learning algorithms for the early detection of FHB. The state-of-the-art convolutional neural network-based methods, such as U-Net, employ a series of encoding blocks to create a local representation and a series of decoding blocks to capture the semantic relations. However, these methods are not often capable of long-range modeling dependencies inside the input data, and their ability to model multi-scale objects with significant variations in texture and shape is limited. Vision transformers as alternative architectures with innate global self-attention mechanisms for sequence-to-sequence prediction, due to insufficient low-level details, may also limit localization capabilities. To overcome these limitations, a new Context Bridge is proposed to integrate the local representation capability of the U-Net network in the transformer model. In addition, the standard attention mechanism of the original transformer is replaced with Efficient Self-attention, which is less complicated than other state-of-the-art methods. To train the proposed network, 12,000 wheat images from an FHB-inoculated wheat field at the SDSU research farm in Volga, SD, were captured. In addition to healthy and unhealthy plants, these images encompass various stages of the disease. A team of expert pathologists annotated the images for training and evaluating the developed model. As a result, the effectiveness of the transformer-based method for FHB-disease detection, through extensive experiments across typical tasks for plant image segmentation, is demonstrated.","Babak Azad, Ahmed Abdalla, Kwanghee Won, Ali Mirzakhani Nafchi",http://arxiv.org/abs/2308.03670v1,arXiv,fusarium head blight is a devastating disease that causes significant economic losses annually on small grains efficiency accuracy and timely detection of fhb in the resistance screening are critical for wheat and barley breeding programs in recent years various image processing techniques have been developed using supervised machine learning algorithms for the early detection of fhb the state-of-the-art convolutional neural network-based methods such as u-net employ a series of encoding blocks to create a local representation and a series of decoding blocks to capture the semantic relations however these methods are not often capable of long-range modeling dependencies inside the input data and their ability to model multi-scale objects with significant variations in texture and shape is limited vision transformers as alternative architectures with innate global self-attention mechanisms for sequence-to-sequence prediction due to insufficient low-level details may also limit localization capabilities to overcome these limitations a new context bridge is proposed to integrate the local representation capability of the u-net network in the transformer model in addition the standard attention mechanism of the original transformer is replaced with efficient self-attention which is less complicated than other state-of-the-art methods to train the proposed network 12 000 wheat images from an fhb-inoculated wheat field at the sdsu research farm in volga sd were captured in addition to healthy and unhealthy plants these images encompass various stages of the disease a team of expert pathologists annotated the images for training and evaluating the developed model as a result the effectiveness of the transformer-based method for fhb-disease detection through extensive experiments across typical tasks for plant image segmentation is demonstrated,4,0,10.327362,-4.6709037
"Learning the progression and clinical subtypes of Alzheimer's disease
  from longitudinal clinical data","Alzheimer's disease (AD) is a degenerative brain disease impairing a person's ability to perform day to day activities. The clinical manifestations of Alzheimer's disease are characterized by heterogeneity in age, disease span, progression rate, impairment of memory and cognitive abilities. Due to these variabilities, personalized care and treatment planning, as well as patient counseling about their individual progression is limited. Recent developments in machine learning to detect hidden patterns in complex, multi-dimensional datasets provides significant opportunities to address this critical need. In this work, we use unsupervised and supervised machine learning approaches for subtype identification and prediction. We apply machine learning methods to the extensive clinical observations available at the Alzheimer's Disease Neuroimaging Initiative (ADNI) data set to identify patient subtypes and to predict disease progression. Our analysis depicts the progression space for the Alzheimer's disease into low, moderate and high disease progression zones. The proposed work will enable early detection and characterization of distinct disease subtypes based on clinical heterogeneity. We anticipate that our models will enable patient counseling, clinical trial design, and ultimately individualized clinical care.","Vipul Satone, Rachneet Kaur, Faraz Faghri, Mike A Nalls, Andrew B Singleton, Roy H Campbell",http://arxiv.org/abs/1812.00546v3,arXiv,alzheimer s disease ad is a degenerative brain disease impairing a person s ability to perform day to day activities the clinical manifestations of alzheimer s disease are characterized by heterogeneity in age disease span progression rate impairment of memory and cognitive abilities due to these variabilities personalized care and treatment planning as well as patient counseling about their individual progression is limited recent developments in machine learning to detect hidden patterns in complex multi-dimensional datasets provides significant opportunities to address this critical need in this work we use unsupervised and supervised machine learning approaches for subtype identification and prediction we apply machine learning methods to the extensive clinical observations available at the alzheimer s disease neuroimaging initiative adni data set to identify patient subtypes and to predict disease progression our analysis depicts the progression space for the alzheimer s disease into low moderate and high disease progression zones the proposed work will enable early detection and characterization of distinct disease subtypes based on clinical heterogeneity we anticipate that our models will enable patient counseling clinical trial design and ultimately individualized clinical care,2,1,10.882575,0.88410413
"Rectified Meta-Learning from Noisy Labels for Robust Image-based Plant
  Disease Diagnosis","Plant diseases serve as one of main threats to food security and crop production. It is thus valuable to exploit recent advances of artificial intelligence to assist plant disease diagnosis. One popular approach is to transform this problem as a leaf image classification task, which can be then addressed by the powerful convolutional neural networks (CNNs). However, the performance of CNN-based classification approach depends on a large amount of high-quality manually labeled training data, which are inevitably introduced noise on labels in practice, leading to model overfitting and performance degradation. To overcome this problem, we propose a novel framework that incorporates rectified meta-learning module into common CNN paradigm to train a noise-robust deep network without using extra supervision information. The proposed method enjoys the following merits: i) A rectified meta-learning is designed to pay more attention to unbiased samples, leading to accelerated convergence and improved classification accuracy. ii) Our method is free on assumption of label noise distribution, which works well on various kinds of noise. iii) Our method serves as a plug-and-play module, which can be embedded into any deep models optimized by gradient descent based method. Extensive experiments are conducted to demonstrate the superior performance of our algorithm over the state-of-the-arts.","Ruifeng Shi, Deming Zhai, Xianming Liu, Junjun Jiang, Wen Gao",http://arxiv.org/abs/2003.07603v2,arXiv,plant diseases serve as one of main threats to food security and crop production it is thus valuable to exploit recent advances of artificial intelligence to assist plant disease diagnosis one popular approach is to transform this problem as a leaf image classification task which can be then addressed by the powerful convolutional neural networks cnns however the performance of cnn-based classification approach depends on a large amount of high-quality manually labeled training data which are inevitably introduced noise on labels in practice leading to model overfitting and performance degradation to overcome this problem we propose a novel framework that incorporates rectified meta-learning module into common cnn paradigm to train a noise-robust deep network without using extra supervision information the proposed method enjoys the following merits i a rectified meta-learning is designed to pay more attention to unbiased samples leading to accelerated convergence and improved classification accuracy ii our method is free on assumption of label noise distribution which works well on various kinds of noise iii our method serves as a plug-and-play module which can be embedded into any deep models optimized by gradient descent based method extensive experiments are conducted to demonstrate the superior performance of our algorithm over the state-of-the-arts,4,0,8.775511,-5.186138
"Automatic counting of planting microsites via local visual detection and
  global count estimation","In forest industry, mechanical site preparation by mounding is widely used prior to planting operations. One of the main problems when planning planting operations is the difficulty in estimating the number of mounds present on a planting block, as their number may greatly vary depending on site characteristics. This estimation is often carried out through field surveys by several forestry workers. However, this procedure is prone to error and slowness. Motivated by recent advances in UAV imagery and artificial intelligence, we propose a fully automated framework to estimate the number of mounds on a planting block. Using computer vision and machine learning, we formulate the counting task as a supervised learning problem using two prediction models. A local detection model is firstly used to detect visible mounds based on deep features, while a global prediction function is subsequently applied to provide a final estimation based on block-level features. To evaluate the proposed method, we constructed a challenging UAV dataset representing several plantation blocks with different characteristics. The performed experiments demonstrated the robustness of the proposed method, which outperforms manual methods in precision, while significantly reducing time and cost.","Ahmed Zgaren, Wassim Bouachir, Nizar Bouguila",http://arxiv.org/abs/2311.00796v1,arXiv,in forest industry mechanical site preparation by mounding is widely used prior to planting operations one of the main problems when planning planting operations is the difficulty in estimating the number of mounds present on a planting block as their number may greatly vary depending on site characteristics this estimation is often carried out through field surveys by several forestry workers however this procedure is prone to error and slowness motivated by recent advances in uav imagery and artificial intelligence we propose a fully automated framework to estimate the number of mounds on a planting block using computer vision and machine learning we formulate the counting task as a supervised learning problem using two prediction models a local detection model is firstly used to detect visible mounds based on deep features while a global prediction function is subsequently applied to provide a final estimation based on block-level features to evaluate the proposed method we constructed a challenging uav dataset representing several plantation blocks with different characteristics the performed experiments demonstrated the robustness of the proposed method which outperforms manual methods in precision while significantly reducing time and cost,1,0,8.156183,-3.9127433
"Image augmentation improves few-shot classification performance in plant
  disease recognition","With the world population projected to near 10 billion by 2050, minimizing crop damage and guaranteeing food security has never been more important. Machine learning has been proposed as a solution to quickly and efficiently identify diseases in crops. Convolutional Neural Networks typically require large datasets of annotated data which are not available on demand. Collecting this data is a long and arduous process which involves manually picking, imaging, and annotating each individual leaf. I tackle the problem of plant image data scarcity by exploring the efficacy of various data augmentation techniques when used in conjunction with transfer learning. I evaluate the impact of various data augmentation techniques both individually and combined on the performance of a ResNet. I propose an augmentation scheme utilizing a sequence of different augmentations which consistently improves accuracy through many trials. Using only 10 total seed images, I demonstrate that my augmentation framework can increase model accuracy by upwards of 25\%.",Frank Xiao,http://arxiv.org/abs/2208.12613v1,arXiv,with the world population projected to near 10 billion by 2050 minimizing crop damage and guaranteeing food security has never been more important machine learning has been proposed as a solution to quickly and efficiently identify diseases in crops convolutional neural networks typically require large datasets of annotated data which are not available on demand collecting this data is a long and arduous process which involves manually picking imaging and annotating each individual leaf i tackle the problem of plant image data scarcity by exploring the efficacy of various data augmentation techniques when used in conjunction with transfer learning i evaluate the impact of various data augmentation techniques both individually and combined on the performance of a resnet i propose an augmentation scheme utilizing a sequence of different augmentations which consistently improves accuracy through many trials using only 10 total seed images i demonstrate that my augmentation framework can increase model accuracy by upwards of 25,4,0,9.235979,-4.2341447
"Predicting the Plant Root-Associated Ecological Niche of 21 Pseudomonas
  Species Using Machine Learning and Metabolic Modeling","Plants rarely occur in isolated systems. Bacteria can inhabit either the endosphere, the region inside the plant root, or the rhizosphere, the soil region just outside the plant root. Our goal is to understand if using genomic data and media dependent metabolic model information is better for training machine learning of predicting bacterial ecological niche than media independent models or pure genome based species trees. We considered three machine learning techniques: support vector machine, non-negative matrix factorization, and artificial neural networks. In all three machine-learning approaches, the media-based metabolic models and flux balance analyses were more effective at predicting bacterial niche than the genome or PRMT models. Support Vector Machine trained on a minimal media base with Mannose, Proline and Valine was most predictive of all models and media types with an f-score of 0.8 for rhizosphere and 0.97 for endosphere. Thus we can conclude that media-based metabolic modeling provides a holistic view of the metabolome, allowing machine learning algorithms to highlight the differences between and categorize endosphere and rhizosphere bacteria. There was no single media type that best highlighted differences between endosphere and rhizosphere bacteria metabolism and therefore no single enzyme, reaction, or compound that defined whether a bacteria's origin was of the endosphere or rhizosphere.","Jennifer Chien, Peter Larsen",http://arxiv.org/abs/1701.03220v1,arXiv,plants rarely occur in isolated systems bacteria can inhabit either the endosphere the region inside the plant root or the rhizosphere the soil region just outside the plant root our goal is to understand if using genomic data and media dependent metabolic model information is better for training machine learning of predicting bacterial ecological niche than media independent models or pure genome based species trees we considered three machine learning techniques support vector machine non-negative matrix factorization and artificial neural networks in all three machine-learning approaches the media-based metabolic models and flux balance analyses were more effective at predicting bacterial niche than the genome or prmt models support vector machine trained on a minimal media base with mannose proline and valine was most predictive of all models and media types with an f-score of 0 8 for rhizosphere and 0 97 for endosphere thus we can conclude that media-based metabolic modeling provides a holistic view of the metabolome allowing machine learning algorithms to highlight the differences between and categorize endosphere and rhizosphere bacteria there was no single media type that best highlighted differences between endosphere and rhizosphere bacteria metabolism and therefore no single enzyme reaction or compound that defined whether a bacteria s origin was of the endosphere or rhizosphere,7,0,9.989031,-1.5571965
"Towards Probabilistic Generative Models Harnessing Graph Neural Networks
  for Disease-Gene Prediction","Disease-gene prediction (DGP) refers to the computational challenge of predicting associations between genes and diseases. Effective solutions to the DGP problem have the potential to accelerate the therapeutic development pipeline at early stages via efficient prioritization of candidate genes for various diseases. In this work, we introduce the variational graph auto-encoder (VGAE) as a promising unsupervised approach for learning powerful latent embeddings in disease-gene networks that can be used for the DGP problem, the first approach using a generative model involving graph neural networks (GNNs). In addition to introducing the VGAE as a promising approach to the DGP problem, we further propose an extension (constrained-VGAE or C-VGAE) which adapts the learning algorithm for link prediction between two distinct node types in heterogeneous graphs. We evaluate and demonstrate the effectiveness of the VGAE on general link prediction in a disease-gene association network and the C-VGAE on disease-gene prediction in the same network, using popular random walk driven methods as baselines. While the methodology presented demonstrates potential solely based on utilizing the topology of a disease-gene association network, it can be further enhanced and explored through the integration of additional biological networks such as gene/protein interaction networks and additional biological features pertaining to the diseases and genes represented in the disease-gene association network.","Vikash Singh, Pietro Lio'",http://arxiv.org/abs/1907.05628v1,arXiv,disease-gene prediction dgp refers to the computational challenge of predicting associations between genes and diseases effective solutions to the dgp problem have the potential to accelerate the therapeutic development pipeline at early stages via efficient prioritization of candidate genes for various diseases in this work we introduce the variational graph auto-encoder vgae as a promising unsupervised approach for learning powerful latent embeddings in disease-gene networks that can be used for the dgp problem the first approach using a generative model involving graph neural networks gnns in addition to introducing the vgae as a promising approach to the dgp problem we further propose an extension constrained-vgae or c-vgae which adapts the learning algorithm for link prediction between two distinct node types in heterogeneous graphs we evaluate and demonstrate the effectiveness of the vgae on general link prediction in a disease-gene association network and the c-vgae on disease-gene prediction in the same network using popular random walk driven methods as baselines while the methodology presented demonstrates potential solely based on utilizing the topology of a disease-gene association network it can be further enhanced and explored through the integration of additional biological networks such as gene protein interaction networks and additional biological features pertaining to the diseases and genes represented in the disease-gene association network,5,1,10.460869,-0.3117507
"Few-shot Metric Domain Adaptation: Practical Learning Strategies for an
  Automated Plant Disease Diagnosis","Numerous studies have explored image-based automated systems for plant disease diagnosis, demonstrating impressive diagnostic capabilities. However, recent large-scale analyses have revealed a critical limitation: that the diagnostic capability suffers significantly when validated on images captured in environments (domains) differing from those used during training. This shortfall stems from the inherently limited dataset size and the diverse manifestation of disease symptoms, combined with substantial variations in cultivation environments and imaging conditions, such as equipment and composition. These factors lead to insufficient variety in training data, ultimately constraining the system's robustness and generalization. To address these challenges, we propose Few-shot Metric Domain Adaptation (FMDA), a flexible and effective approach for enhancing diagnostic accuracy in practical systems, even when only limited target data is available. FMDA reduces domain discrepancies by introducing a constraint to the diagnostic model that minimizes the ""distance"" between feature spaces of source (training) data and target data with limited samples. FMDA is computationally efficient, requiring only basic feature distance calculations and backpropagation, and can be seamlessly integrated into any machine learning (ML) pipeline. In large-scale experiments, involving 223,015 leaf images across 20 fields and 3 crop species, FMDA achieved F1 score improvements of 11.1 to 29.3 points compared to cases without target data, using only 10 images per disease from the target domain. Moreover, FMDA consistently outperformed fine-tuning methods utilizing the same data, with an average improvement of 8.5 points.","Shoma Kudo, Satoshi Kagiwada, Hitoshi Iyatomi",http://arxiv.org/abs/2412.18859v1,arXiv,numerous studies have explored image-based automated systems for plant disease diagnosis demonstrating impressive diagnostic capabilities however recent large-scale analyses have revealed a critical limitation that the diagnostic capability suffers significantly when validated on images captured in environments domains differing from those used during training this shortfall stems from the inherently limited dataset size and the diverse manifestation of disease symptoms combined with substantial variations in cultivation environments and imaging conditions such as equipment and composition these factors lead to insufficient variety in training data ultimately constraining the system s robustness and generalization to address these challenges we propose few-shot metric domain adaptation fmda a flexible and effective approach for enhancing diagnostic accuracy in practical systems even when only limited target data is available fmda reduces domain discrepancies by introducing a constraint to the diagnostic model that minimizes the distance between feature spaces of source training data and target data with limited samples fmda is computationally efficient requiring only basic feature distance calculations and backpropagation and can be seamlessly integrated into any machine learning ml pipeline in large-scale experiments involving 223 015 leaf images across 20 fields and 3 crop species fmda achieved f1 score improvements of 11 1 to 29 3 points compared to cases without target data using only 10 images per disease from the target domain moreover fmda consistently outperformed fine-tuning methods utilizing the same data with an average improvement of 8 5 points,1,0,9.079951,-3.3250787
"Predicting Alzheimers Disease Diagnosis Risk over Time with Survival
  Machine Learning on the ADNI Cohort","The rise of Alzheimers Disease worldwide has prompted a search for efficient tools which can be used to predict deterioration in cognitive decline leading to dementia. In this paper, we explore the potential of survival machine learning as such a tool for building models capable of predicting not only deterioration but also the likely time to deterioration. We demonstrate good predictive ability (0.86 C-Index), lending support to its use in clinical investigation and prediction of Alzheimers Disease risk.","Henry Musto, Daniel Stamate, Ida Pu, Daniel Stahl",http://arxiv.org/abs/2306.10326v1,arXiv,the rise of alzheimers disease worldwide has prompted a search for efficient tools which can be used to predict deterioration in cognitive decline leading to dementia in this paper we explore the potential of survival machine learning as such a tool for building models capable of predicting not only deterioration but also the likely time to deterioration we demonstrate good predictive ability 0 86 c-index lending support to its use in clinical investigation and prediction of alzheimers disease risk,5,1,11.059393,0.6703659
"Crop Disease Classification using Support Vector Machines with Green
  Chromatic Coordinate (GCC) and Attention based feature extraction for IoT
  based Smart Agricultural Applications","Crops hold paramount significance as they serve as the primary provider of energy, nutrition, and medicinal benefits for the human population. Plant diseases, however, can negatively affect leaves during agricultural cultivation, resulting in significant losses in crop output and economic value. Therefore, it is crucial for farmers to identify crop diseases. However, this method frequently necessitates hard work, a lot of planning, and in-depth familiarity with plant pathogens. Given these numerous obstacles, it is essential to provide solutions that can easily interface with mobile and IoT devices so that our farmers can guarantee the best possible crop development. Various machine learning (ML) as well as deep learning (DL) algorithms have been created & studied for the identification of plant disease detection, yielding substantial and promising results. This article presents a novel classification method that builds on prior work by utilising attention-based feature extraction, RGB channel-based chromatic analysis, Support Vector Machines (SVM) for improved performance, and the ability to integrate with mobile applications and IoT devices after quantization of information. Several disease classification algorithms were compared with the suggested model, and it was discovered that, in terms of accuracy, Vision Transformer-based feature extraction and additional Green Chromatic Coordinate feature with SVM classification achieved an accuracy of (GCCViT-SVM) - 99.69%, whereas after quantization for IoT device integration achieved an accuracy of - 97.41% while almost reducing 4x in size. Our findings have profound implications because they have the potential to transform how farmers identify crop illnesses with precise and fast information, thereby preserving agricultural output and ensuring food security.","Shashwat Jha, Vishvaditya Luhach, Gauri Shanker Gupta, Beependra Singh",http://arxiv.org/abs/2311.00429v2,arXiv,crops hold paramount significance as they serve as the primary provider of energy nutrition and medicinal benefits for the human population plant diseases however can negatively affect leaves during agricultural cultivation resulting in significant losses in crop output and economic value therefore it is crucial for farmers to identify crop diseases however this method frequently necessitates hard work a lot of planning and in-depth familiarity with plant pathogens given these numerous obstacles it is essential to provide solutions that can easily interface with mobile and iot devices so that our farmers can guarantee the best possible crop development various machine learning ml as well as deep learning dl algorithms have been created studied for the identification of plant disease detection yielding substantial and promising results this article presents a novel classification method that builds on prior work by utilising attention-based feature extraction rgb channel-based chromatic analysis support vector machines svm for improved performance and the ability to integrate with mobile applications and iot devices after quantization of information several disease classification algorithms were compared with the suggested model and it was discovered that in terms of accuracy vision transformer-based feature extraction and additional green chromatic coordinate feature with svm classification achieved an accuracy of gccvit-svm - 99 69 whereas after quantization for iot device integration achieved an accuracy of - 97 41 while almost reducing 4x in size our findings have profound implications because they have the potential to transform how farmers identify crop illnesses with precise and fast information thereby preserving agricultural output and ensuring food security,3,0,10.947547,-4.4789453
